zero,Coffeemaker,Blender,Microwave,Toaster,Washing,Iron,Dishwasher,Electricboiler,Dryer,TV,Computer,Heater,AC
,8,23,19,16,10,22,8,44,30,63,82,84,82
,21,22,25,4,49,118,1,44,43,16,7,62,84
,2,10,3,20,10,31,14,43,5,29,26,33,12
,23,6,2,6,45,55,16,21,74,55,23,2,53
,6,5,37,8,14,31,25,39,55,64,39,23,69
,24,8,15,2,46,94,25,25,59,61,25,47,78
,24,19,24,6,16,139,5,38,31,65,83,35,14
,7,21,14,15,24,87,5,35,59,39,18,24,34
,24,5,45,9,33,94,18,17,23,58,17,67,22
,17,22,22,20,22,143,7,20,65,34,56,8,17
,5,15,50,13,56,141,19,32,68,74,10,51,81
,17,19,38,5,1,143,21,15,4,8,77,64,79
,16,11,18,3,20,135,17,50,24,12,3,42,81
,20,22,48,4,52,145,10,7,47,66,78,4,61
,12,27,24,19,13,112,17,39,72,55,75,4,5
,19,27,36,20,36,94,6,19,61,52,60,49,6
,25,18,29,9,12,128,1,3,68,8,34,79,28
,22,3,33,17,55,51,9,16,44,39,80,52,15
,14,5,9,10,5,44,20,14,70,22,65,41,84
,12,5,31,18,20,83,10,2,41,51,9,53,79
,11,13,17,20,49,73,16,44,9,66,9,4,9
,11,8,3,10,55,4,23,15,74,17,9,14,56
,21,7,9,1,17,61,13,21,53,32,19,71,20
,20,29,37,17,60,149,5,45,10,54,19,51,21
,17,17,43,18,27,130,14,13,9,74,68,9,70
,22,10,33,16,37,14,22,28,52,46,53,49,72
,21,4,31,20,38,148,23,2,5,61,21,7,40
,3,5,24,4,7,114,6,42,8,71,11,33,39
,24,3,47,11,57,71,3,32,49,4,47,75,8
,3,2,36,20,38,113,10,41,64,39,61,63,81
,19,7,42,8,9,87,24,45,33,55,10,55,62
,5,24,43,2,2,33,6,29,15,49,66,61,84
,2,17,5,10,22,136,16,32,33,45,11,17,67
,15,8,41,7,37,83,14,15,19,76,59,72,28
,4,10,45,20,49,69,21,36,8,67,16,1,68
,20,17,11,8,33,42,22,34,67,18,69,27,49
,21,16,25,16,32,31,15,43,50,52,61,32,49
,16,8,18,14,10,59,7,20,24,58,18,16,42
,16,24,8,10,7,46,10,21,59,71,82,54,41
,8,6,31,16,13,113,14,13,68,37,23,77,25
,10,29,14,6,33,69,23,5,18,63,80,70,6
,12,23,36,3,46,96,6,22,69,2,73,3,41
,16,23,17,13,27,55,1,30,42,55,26,73,77
,1,1,16,15,27,118,7,29,16,61,73,62,22
,3,12,46,4,12,123,23,40,14,38,81,71,32
,11,26,2,6,12,129,13,43,32,80,36,54,67
,22,24,46,10,54,1,4,9,5,20,72,69,19
,9,13,40,7,14,24,16,43,59,3,43,57,20
,7,17,44,11,20,8,21,29,63,28,63,67,73
,10,15,23,15,25,61,14,33,9,21,41,81,6
,6,29,15,19,31,130,13,36,26,40,27,13,16
,3,16,39,7,54,76,25,26,27,68,33,1,45
,2,18,43,17,35,35,10,47,75,39,24,73,56
,17,3,48,10,10,106,24,13,55,81,37,75,58
,9,6,13,20,21,127,5,42,8,85,67,73,76
,23,12,4,17,31,142,21,1,18,64,84,71,72
,6,25,34,20,44,99,2,23,7,79,34,45,11
,21,10,36,20,40,106,11,22,24,31,31,11,57
,11,16,48,4,6,14,20,49,14,28,54,38,9
,18,5,39,1,2,88,19,36,6,40,44,18,61
,25,5,42,14,29,90,9,18,7,76,23,67,26
,23,4,17,9,12,110,3,6,27,80,21,36,14
,2,28,50,4,44,47,7,50,34,76,54,29,83
,14,4,20,3,33,148,18,3,75,46,37,70,80
,6,28,33,6,48,65,21,44,74,30,53,82,28
,4,26,20,16,40,106,4,27,67,7,53,30,5
,9,11,25,5,18,122,2,50,56,29,37,40,68
,5,5,11,17,49,117,3,38,14,43,11,2,61
,4,3,20,10,2,20,7,24,49,79,52,37,23
,22,3,42,16,19,8,17,1,48,30,51,6,46
,12,23,15,3,57,53,3,1,55,71,65,13,10
,13,10,29,4,30,51,9,24,70,83,39,64,51
,18,30,31,7,5,141,25,48,54,29,48,70,7
,21,28,35,14,5,110,9,44,8,65,70,73,21
,19,24,49,19,33,100,18,22,64,47,79,62,42
,5,24,9,6,52,38,3,30,5,78,4,56,76
,3,18,8,9,7,150,22,32,28,71,60,73,29
,6,17,5,17,3,75,24,14,7,36,23,24,42
,10,29,28,13,16,13,5,42,47,78,51,61,38
,24,5,20,11,20,26,16,4,42,18,38,31,3
,23,6,29,20,26,122,17,10,43,42,1,8,28
,20,18,17,10,17,131,16,16,64,33,17,49,74
,21,12,43,5,31,66,7,49,18,62,51,57,33
,1,28,15,6,52,15,3,27,64,26,66,19,25
,1,27,29,12,30,44,11,26,5,52,77,55,77
,22,15,25,17,38,122,6,22,59,62,7,46,14
,3,21,7,1,54,87,13,29,8,17,72,64,74
,19,9,22,18,10,41,20,35,74,61,78,17,10
,10,10,35,9,34,141,22,25,18,29,27,76,24
,13,11,44,1,10,143,6,3,49,60,82,13,58
,9,16,28,1,3,84,14,30,75,3,10,47,22
,16,30,47,13,53,143,23,11,5,37,70,12,56
,21,30,37,3,5,17,24,30,35,10,70,26,12
,7,21,38,19,3,134,11,7,18,79,14,6,85
,4,1,39,3,1,110,23,40,70,19,43,51,56
,3,5,34,7,32,131,25,44,45,63,48,44,17
,10,6,13,14,50,44,5,1,18,57,17,79,4
,5,8,5,19,12,10,8,41,30,40,74,6,21
,13,10,19,2,26,57,3,17,61,41,20,1,39
,24,30,27,7,26,149,11,44,46,8,52,55,34
,22,17,47,13,17,25,9,9,62,82,19,76,68
,17,21,34,6,39,60,7,6,69,51,79,44,62
,15,27,42,17,12,87,3,11,22,61,53,3,51
,23,25,24,10,52,101,20,38,11,27,67,45,68
,11,12,9,19,19,115,17,37,48,32,50,28,85
,22,6,21,1,19,7,20,47,21,45,38,51,61
,3,10,47,11,7,80,21,43,33,30,60,9,78
,14,20,49,13,23,38,18,17,25,51,80,4,71
,8,1,24,15,38,2,22,19,64,48,85,64,76
,21,5,35,19,28,42,16,32,69,8,37,16,4
,20,29,40,13,18,42,17,45,44,64,40,2,23
,4,6,25,11,30,106,19,27,66,27,49,7,11
,3,12,44,10,55,63,7,32,22,23,82,82,62
,14,5,46,18,54,134,7,19,9,1,77,37,57
,4,8,45,15,22,118,15,38,32,25,36,10,17
,6,21,26,4,2,147,17,6,2,44,79,23,80
,1,2,20,13,29,54,17,48,40,60,56,30,46
,3,25,16,6,31,146,24,8,57,81,62,10,23
,13,4,1,13,33,118,15,3,64,85,54,57,35
,10,18,7,19,16,25,13,39,55,8,53,83,6
,23,26,29,11,56,132,7,34,25,14,56,41,29
,18,22,45,9,35,1,22,4,3,59,39,35,24
,22,7,30,6,35,123,12,12,24,70,10,25,65
,24,11,5,20,48,48,8,21,33,49,3,78,27
,2,1,26,6,48,118,8,9,71,26,51,80,63
,23,28,46,7,27,139,18,27,4,82,56,5,46
,6,27,9,13,27,37,10,4,40,3,72,55,49
,20,9,1,20,19,45,19,36,31,69,68,56,21
,6,28,48,14,56,38,13,13,61,64,14,7,81
,23,3,4,15,32,11,9,20,66,78,65,72,81
,12,26,27,3,36,125,9,11,67,13,8,70,72
,3,2,14,13,10,125,21,21,13,27,10,57,3
,21,12,47,18,17,70,11,45,40,8,1,46,54
,20,8,14,2,17,65,17,49,69,72,54,46,23
,22,6,50,5,46,7,15,42,16,58,56,75,13
,17,6,42,6,16,14,13,43,67,35,20,78,60
,21,7,7,6,35,16,6,38,18,32,53,23,68
,8,14,19,11,9,91,10,9,68,65,65,78,5
,25,2,10,15,37,140,13,21,71,2,51,57,60
,6,7,1,13,3,128,14,19,5,52,44,64,3
,8,7,49,13,42,90,3,31,10,69,79,32,59
,11,29,41,17,37,18,14,44,68,51,69,39,85
,24,5,35,11,51,113,24,48,25,5,76,85,20
,18,29,18,6,45,58,22,36,27,32,85,84,47
,10,27,6,18,40,35,1,45,7,38,38,28,54
,13,29,41,19,40,81,4,45,1,67,84,67,5
,13,15,29,7,16,75,17,22,59,5,78,44,57
,21,20,28,13,45,17,1,48,69,66,12,64,48
,16,23,48,19,8,87,20,44,74,69,32,30,33
,22,17,31,12,6,21,25,1,38,66,43,84,73
,17,30,10,4,22,73,10,35,10,37,66,51,62
,12,28,38,14,7,48,6,45,53,20,17,22,9
,6,5,13,1,52,7,11,16,60,28,22,65,84
,1,18,3,8,27,101,13,41,75,56,46,1,80
,17,25,48,19,34,57,9,31,45,17,84,77,26
,10,26,46,1,12,66,16,42,3,13,32,16,73
,15,30,8,6,33,15,2,8,2,46,77,85,71
,18,6,16,11,5,7,15,35,14,60,19,35,23
,1,29,32,19,59,116,25,37,43,16,7,22,33
,5,27,39,13,24,99,6,5,22,48,56,16,27
,15,30,47,3,6,67,10,12,5,75,32,77,79
,14,14,2,4,30,108,15,46,29,9,69,81,33
,11,11,10,15,14,97,7,33,2,58,60,69,25
,10,5,45,13,11,47,24,6,37,28,30,47,65
,14,12,32,18,58,112,23,10,45,64,56,63,2
,17,16,41,4,59,70,1,36,36,44,83,1,70
,23,14,41,14,38,39,19,3,16,76,7,56,4
,23,7,23,1,25,72,21,36,48,65,60,9,44
,6,5,46,19,32,38,3,19,71,15,31,54,13
,9,19,46,12,11,121,3,20,69,7,62,22,50
,14,1,13,17,24,57,1,6,29,78,19,19,11
,11,19,14,14,29,145,22,41,52,28,85,17,72
,24,27,3,8,24,71,11,28,63,12,41,25,28
,12,28,24,12,9,38,13,2,14,4,42,79,83
,23,2,30,15,18,144,18,19,23,70,39,7,19
,4,30,22,1,58,62,3,9,51,24,23,51,20
,2,9,31,9,51,109,20,30,46,59,35,82,9
,8,13,4,19,13,11,22,46,75,23,12,2,51
,24,2,24,5,18,75,19,46,48,74,80,51,11
,16,23,31,20,33,142,12,36,35,6,25,71,21
,22,8,20,16,7,20,7,48,2,65,38,77,81
,14,15,20,5,38,88,3,14,42,66,16,72,11
,25,25,18,19,6,146,21,26,8,6,50,52,6
,16,25,16,4,31,128,20,5,42,18,17,3,66
,10,9,39,13,33,106,12,14,56,70,37,45,44
,7,10,4,5,32,41,6,13,19,65,55,29,25
,2,14,37,3,32,120,16,13,37,17,80,29,45
,17,11,41,8,37,18,17,36,74,60,36,51,47
,20,29,28,11,13,20,11,36,11,82,12,81,2
,1,3,50,11,42,91,8,47,53,9,26,76,30
,1,18,39,14,23,110,19,20,44,78,62,53,18
,7,27,22,9,28,35,7,16,13,1,7,80,49
,25,21,11,12,48,80,16,37,50,51,74,8,83
,22,4,24,6,5,31,22,9,48,54,70,11,34
,16,22,38,18,53,108,19,42,11,40,47,3,36
,7,15,6,8,11,146,24,29,40,30,82,5,69
,24,7,14,13,50,7,21,33,59,47,21,57,4
,17,21,3,9,54,49,2,35,7,78,40,51,38
,7,27,1,7,57,44,3,6,25,60,17,83,57
,6,6,7,14,55,34,16,30,2,85,24,79,38
,24,2,20,5,52,56,23,32,32,32,6,48,8
,24,20,8,9,57,24,6,33,5,85,31,7,73
,11,25,19,12,22,106,2,31,46,83,47,37,4
,14,15,29,8,37,54,7,44,30,54,19,78,19
,10,20,22,10,30,33,14,31,72,6,48,74,3
,20,8,27,7,5,41,3,40,30,31,55,5,65
,12,7,6,7,60,137,8,42,62,22,73,16,59
,21,2,29,14,37,4,2,49,13,78,38,41,75
,12,22,45,8,26,110,20,33,41,41,67,7,43
,24,16,5,5,48,100,4,50,36,69,43,21,67
,2,14,42,16,56,127,2,31,48,76,71,44,3
,7,22,18,17,56,74,15,7,11,1,24,4,29
,8,20,40,2,38,55,1,18,47,12,84,81,65
,13,9,9,14,44,14,19,5,33,39,69,25,65
,21,20,27,8,53,122,25,42,6,29,6,26,55
,23,13,2,14,22,14,13,50,24,84,12,13,73
,8,11,39,11,19,18,4,34,71,3,50,62,19
,24,7,30,2,7,38,18,47,53,42,74,23,31
,18,3,49,4,1,138,16,40,30,62,73,24,79
,8,29,42,10,8,50,3,30,3,50,11,19,32
,18,4,22,17,8,21,6,2,30,70,4,6,81
,15,26,40,19,24,43,15,30,25,61,68,85,12
,4,1,9,5,9,36,25,27,52,47,71,20,76
,24,24,11,9,24,4,15,37,40,47,7,26,28
,19,1,33,2,42,37,24,12,8,19,30,48,73
,9,26,12,13,45,130,24,42,73,23,28,25,27
,16,29,5,13,15,12,16,2,55,81,62,60,65
,20,24,23,2,21,69,8,14,41,27,30,75,19
,18,3,20,14,1,82,8,48,1,43,21,76,47
,21,19,17,4,53,97,19,46,50,40,29,60,4
,18,18,49,17,13,129,4,6,42,79,50,27,75
,7,19,43,20,10,17,5,31,19,36,59,17,43
,9,13,13,13,47,32,23,26,68,42,12,48,41
,6,18,6,20,45,1,20,41,5,46,81,54,7
,18,22,30,19,39,52,13,34,65,53,24,50,64
,5,10,49,11,25,56,3,47,31,49,4,6,7
,4,12,47,2,51,69,7,31,36,43,49,10,22
,25,9,37,2,45,14,8,34,62,7,8,85,50
,11,14,32,8,3,35,10,48,62,76,32,59,75
,10,28,9,13,23,19,3,37,31,73,64,81,61
,2,11,37,11,32,65,21,40,61,61,35,56,6
,22,11,8,12,46,50,18,42,42,4,74,17,1
,17,10,1,17,42,89,3,20,69,76,58,60,2
,6,11,35,7,40,73,2,27,52,41,68,3,63
,25,3,42,12,2,10,19,44,38,43,7,23,44
,8,20,46,4,54,127,5,30,60,2,72,21,40
,6,9,8,10,9,12,9,24,44,55,48,69,30
,13,12,20,16,16,99,16,50,61,51,31,54,85
,8,18,6,20,12,150,22,16,5,40,80,2,9
,4,7,13,10,47,139,24,34,44,66,47,41,52
,5,23,32,17,37,34,25,5,58,15,17,84,19
,16,11,10,1,57,79,7,3,47,61,20,58,70
,8,27,31,13,13,89,16,10,65,3,77,5,3
,24,2,49,4,50,90,20,4,30,9,55,11,7
,3,6,6,7,39,78,15,6,46,70,68,17,57
,16,28,30,3,1,34,6,16,2,28,4,53,39
,17,23,46,8,17,122,5,23,49,70,46,22,50
,14,27,46,11,2,127,23,4,43,74,28,45,66
,17,7,30,16,5,45,14,5,34,15,68,22,18
,24,8,26,1,31,106,15,38,71,8,25,31,82
,5,15,12,5,2,5,23,6,11,50,44,16,14
,13,30,16,3,59,14,6,39,46,10,33,85,36
,7,12,3,6,58,20,1,44,74,33,47,57,77
,11,4,50,2,60,126,1,10,10,19,39,19,65
,19,5,20,13,18,67,14,48,47,3,22,85,2
,21,15,26,20,52,47,6,33,60,68,76,30,72
,4,11,41,18,6,99,17,1,54,25,78,4,78
,10,3,37,9,54,21,23,19,43,15,26,24,3
,12,6,2,18,54,93,18,47,13,3,43,24,75
,12,20,3,12,7,142,7,1,17,10,18,26,1
,9,16,47,2,27,118,15,32,5,19,9,66,40
,20,6,18,7,26,100,9,15,49,20,10,6,48
,8,14,33,10,38,19,19,44,50,38,27,76,61
,4,9,47,4,29,127,20,38,57,57,74,18,13
,15,25,18,14,4,103,13,6,47,50,52,4,18
,19,16,26,17,32,29,19,16,44,11,24,55,85
,20,7,26,20,3,82,9,8,35,17,59,70,4
,9,6,34,16,46,68,17,15,19,14,39,49,20
,17,7,42,8,28,115,13,47,26,5,85,37,61
,12,26,18,15,30,37,13,26,68,38,1,54,7
,21,21,9,3,22,53,9,12,1,64,34,7,72
,16,28,34,7,60,29,23,10,39,19,40,50,5
,5,28,6,1,13,79,5,31,8,80,85,21,79
,23,2,2,15,11,110,16,15,5,9,5,60,84
,2,15,17,2,6,82,12,24,41,39,76,58,81
,1,15,12,17,45,90,7,48,6,6,32,40,57
,19,3,28,15,44,19,3,28,59,45,77,2,8
,21,1,29,6,1,19,3,48,11,42,59,69,6
,15,15,38,7,56,74,9,5,27,81,39,80,23
,17,21,46,12,27,102,22,36,18,82,65,65,45
,16,20,41,6,40,148,12,48,9,53,75,41,61
,2,4,1,17,22,124,22,21,63,1,56,76,82
,22,2,11,19,24,90,25,46,35,1,76,43,16
,21,27,6,13,39,122,6,18,27,26,71,19,30
,15,1,30,15,43,110,10,33,11,9,3,46,33
,7,23,8,6,23,129,5,42,7,46,23,76,83
,23,10,23,3,2,149,1,5,56,38,54,68,68
,3,26,32,15,32,101,9,31,20,20,4,66,30
,14,28,34,20,18,53,17,38,48,51,59,43,30
,15,24,21,6,18,39,20,47,34,42,71,72,31
,23,1,41,7,57,104,10,6,42,52,54,49,63
,20,2,19,4,8,133,22,30,69,16,56,82,68
,20,17,20,14,37,75,7,13,66,51,1,54,13
,4,19,16,7,12,86,5,43,1,7,5,6,37
,24,5,15,11,19,65,17,23,20,61,48,19,12
,18,25,28,11,42,95,9,30,6,45,22,44,59
,12,1,28,15,41,29,13,2,57,41,56,12,56
,6,13,19,14,43,17,20,7,28,77,82,71,17
,13,21,22,9,5,115,13,39,41,8,54,77,78
,15,25,29,3,21,98,11,3,32,38,21,46,17
,13,11,46,16,23,110,3,3,55,4,57,45,29
,14,9,9,6,38,132,3,16,30,55,37,34,57
,15,18,20,8,56,16,17,40,7,85,59,81,70
,12,12,34,6,44,30,9,17,73,8,80,1,2
,15,13,40,10,27,38,9,19,55,37,84,48,45
,12,28,35,1,47,19,21,10,13,74,5,38,63
,20,3,45,4,30,48,19,9,8,2,54,56,77
,13,17,42,17,58,89,9,19,33,18,3,65,75
,15,9,30,8,6,81,4,13,39,45,47,42,14
,18,17,20,7,35,76,10,47,55,7,9,1,48
,17,30,33,15,29,98,6,50,5,72,30,82,39
,5,14,19,15,24,73,17,34,71,10,78,33,25
,4,13,31,19,58,74,10,47,61,16,35,49,82
,5,1,10,9,14,54,23,10,24,48,70,54,33
,10,3,33,12,55,104,17,36,44,71,34,53,39
,17,10,11,11,11,14,12,17,54,56,70,5,28
,24,5,41,12,23,103,16,38,1,44,52,18,39
,19,17,42,19,25,70,13,10,64,26,67,20,11
,4,19,3,1,15,103,7,19,15,28,3,59,85
,9,28,1,7,51,20,25,2,74,85,26,68,18
,8,6,32,14,11,26,13,48,15,21,47,8,57
,2,15,10,19,43,107,6,14,69,7,18,57,81
,1,2,13,8,2,127,12,49,33,43,58,58,30
,13,13,22,18,60,8,20,42,44,81,35,57,77
,24,15,28,2,32,24,18,33,54,52,15,68,60
,22,2,23,2,36,145,10,46,75,21,69,8,28
,1,15,24,13,3,20,12,35,50,26,53,18,77
,15,22,11,15,17,40,7,29,7,25,13,12,37
,12,21,33,18,31,111,1,39,31,74,64,4,39
,9,3,12,17,24,101,17,10,13,14,61,7,33
,23,30,23,7,28,93,1,45,74,44,23,57,49
,8,29,50,3,15,11,10,5,35,56,22,74,41
,12,25,7,14,10,99,19,44,60,18,57,79,43
,18,26,11,3,10,1,10,31,38,8,53,4,21
,4,7,26,8,18,56,14,22,36,10,21,83,71
,7,5,40,13,42,115,20,10,24,68,62,59,23
,11,22,5,6,45,141,19,47,65,47,7,77,61
,14,23,42,12,4,4,10,25,60,8,15,34,62
,21,10,34,8,4,150,12,44,70,41,10,4,40
,4,6,41,14,21,133,18,13,52,36,40,11,54
,15,27,41,12,36,87,16,1,71,40,13,43,33
,15,20,44,5,54,129,5,21,69,6,37,85,35
,1,17,37,5,40,3,19,44,58,14,24,85,3
,20,19,43,2,2,70,12,28,32,26,51,34,59
,5,16,24,14,26,110,7,24,1,54,66,69,64
,10,12,15,14,46,56,19,49,61,68,81,79,58
,14,4,26,13,58,118,4,38,36,25,26,40,17
,23,9,39,12,22,54,14,18,63,20,63,46,7
,11,25,13,12,58,2,20,28,7,50,78,23,26
,25,7,33,18,54,71,23,48,58,85,47,52,21
,11,13,44,20,2,106,13,7,24,65,58,5,51
,8,6,10,7,34,34,18,47,50,82,74,24,39
,25,29,49,5,23,68,8,49,23,41,43,66,51
,4,23,49,18,41,127,19,20,68,43,3,11,59
,12,22,5,10,6,81,10,2,4,46,35,72,43
,25,2,19,17,26,123,4,47,29,66,2,77,22
,14,12,8,5,8,67,6,1,64,25,1,4,73
,10,2,3,1,17,84,11,18,38,47,23,11,82
,6,1,19,1,16,25,4,39,36,23,51,16,8
,16,14,12,18,59,25,18,23,43,15,33,20,85
,14,25,33,18,55,3,11,6,59,5,58,71,34
,15,23,41,2,36,133,16,31,44,64,25,81,14
,8,13,45,13,28,42,8,5,4,18,81,21,85
,11,7,34,20,33,53,9,19,20,2,46,25,50
,1,27,19,13,3,88,5,31,28,84,81,82,46
,20,30,3,3,41,123,16,10,64,8,78,68,65
,6,24,48,16,16,102,15,47,13,52,21,43,76
,19,16,17,7,13,90,22,31,58,52,47,22,65
,14,8,42,10,9,68,24,38,8,80,55,17,52
,7,8,33,4,51,40,6,45,14,10,80,17,38
,20,23,33,15,48,42,15,22,33,19,67,68,21
,3,24,28,15,3,110,18,12,68,56,60,75,47
,1,6,21,10,9,132,15,2,42,26,38,23,75
,19,15,28,4,44,29,6,8,48,31,43,33,31
,20,8,49,19,8,104,5,25,16,12,84,8,64
,4,8,5,11,25,80,13,29,71,72,34,52,19
,18,27,6,11,17,39,23,6,26,79,81,49,49
,21,28,10,2,36,68,20,26,36,9,23,23,62
,7,12,34,5,54,101,10,40,37,9,76,8,56
,12,29,12,2,30,11,9,12,69,60,77,64,44
,16,2,26,10,11,99,17,43,36,81,80,42,45
,18,20,44,17,28,115,15,5,32,47,44,72,75
,19,5,10,2,26,44,12,46,37,72,39,57,78
,7,16,24,16,12,129,18,36,65,40,81,18,26
,15,21,17,13,49,134,20,32,9,56,32,43,24
,9,2,49,11,59,117,2,34,3,40,54,21,45
,5,2,1,14,47,42,24,24,43,82,58,8,60
,15,22,34,16,43,136,22,39,23,56,40,82,33
,9,3,4,16,24,40,19,39,70,9,16,2,41
,13,1,35,3,6,36,18,30,25,71,46,70,31
,15,16,3,19,43,65,19,32,25,16,81,75,45
,23,28,1,14,43,23,2,47,59,72,57,42,72
,14,19,2,9,5,69,3,35,21,13,66,59,29
,18,13,4,12,13,45,13,13,23,47,72,28,12
,1,7,49,19,18,121,9,12,23,43,63,11,56
,21,27,27,13,43,150,22,50,6,41,49,29,67
,20,23,20,4,31,50,19,49,16,40,24,82,71
,13,12,32,6,23,77,4,39,71,27,46,72,16
,14,1,25,15,20,32,4,12,24,64,38,28,17
,11,18,37,1,28,81,25,1,45,75,16,45,59
,15,12,25,10,24,72,4,22,75,2,68,37,55
,8,10,20,4,59,132,15,41,14,44,80,73,42
,7,5,7,15,12,31,14,21,59,78,19,11,38
,24,19,43,6,56,120,1,15,73,3,69,31,60
,5,6,21,8,50,146,23,24,52,28,43,30,72
,15,10,24,7,56,60,21,19,66,34,7,37,37
,11,5,9,9,32,39,17,26,22,16,30,79,41
,20,26,22,9,45,22,20,6,42,53,14,18,60
,16,14,43,11,16,90,13,11,53,11,38,61,51
,24,17,14,6,6,67,16,6,73,56,11,19,70
,23,29,12,12,42,54,22,14,28,55,12,27,30
,23,22,3,9,13,115,14,5,12,33,31,54,39
,17,21,13,1,14,133,8,37,60,85,56,55,29
,2,20,6,11,41,19,3,38,23,69,7,23,57
,24,27,43,18,53,27,19,35,15,63,30,85,9
,12,20,32,15,40,116,18,7,60,67,38,1,2
,5,22,33,11,14,97,5,10,39,39,76,70,18
,2,9,35,16,8,25,2,16,20,51,76,20,24
,24,16,22,7,7,126,5,36,60,2,61,22,3
,19,3,21,8,57,87,4,47,64,66,23,84,3
,8,22,44,4,10,37,22,14,20,22,28,10,56
,3,24,34,17,45,105,11,27,31,53,23,83,73
,6,4,43,5,6,73,4,17,64,70,11,21,56
,16,5,38,10,20,116,2,3,28,47,75,36,50
,10,8,26,6,3,83,20,44,24,70,4,76,71
,25,15,44,1,31,47,17,44,13,83,23,54,45
,17,14,11,12,25,101,22,31,18,49,65,44,19
,19,28,15,19,34,24,14,8,12,25,54,71,80
,11,15,37,4,25,139,13,48,57,17,65,24,39
,19,12,12,12,18,131,5,3,64,55,73,26,5
,1,2,24,13,32,147,11,43,10,85,34,17,33
,8,1,1,10,19,96,20,38,71,37,32,77,81
,23,7,11,6,2,12,18,1,22,63,58,78,70
,6,3,24,5,36,139,7,29,25,84,28,68,48
,12,14,18,15,23,82,9,20,53,83,6,60,19
,16,23,35,8,11,127,13,37,35,66,58,70,68
,1,30,44,20,23,45,8,28,15,44,43,72,18
,14,4,10,5,54,1,6,48,44,69,53,40,58
,8,9,1,2,45,10,11,28,54,45,61,8,39
,11,24,30,12,7,61,15,38,4,29,45,83,64
,20,27,43,1,49,7,10,25,67,35,40,16,35
,9,4,6,3,57,146,11,18,27,1,53,84,20
,6,1,42,10,50,63,15,3,27,17,72,78,45
,14,24,28,14,17,2,8,17,23,38,38,19,57
,8,8,34,7,2,74,25,9,3,13,22,25,47
,7,28,9,6,13,39,10,22,20,79,35,58,54
,25,18,23,17,46,32,12,2,43,34,46,67,8
,13,11,11,3,5,35,9,22,10,85,41,59,36
,18,4,8,10,10,43,25,10,24,41,60,62,5
,3,17,18,9,11,118,10,38,26,25,84,69,71
,5,20,46,17,44,21,12,21,58,54,43,11,57
,16,12,29,11,14,17,4,49,3,70,30,31,24
,18,4,45,10,53,76,15,20,5,14,11,64,83
,5,12,29,6,59,20,21,38,67,72,47,51,31
,1,21,39,5,34,11,24,15,38,12,27,52,45
,9,23,13,7,6,116,21,43,5,12,63,71,32
,17,8,31,3,58,123,12,22,8,25,10,82,14
,24,28,32,16,32,66,4,26,65,3,84,20,12
,6,30,14,20,15,31,3,20,30,74,72,40,72
,6,3,47,9,22,148,16,29,49,37,68,7,58
,9,1,30,7,45,88,12,17,49,37,48,59,29
,18,2,11,18,57,147,20,38,73,11,58,40,61
,22,1,29,8,51,73,20,22,60,72,59,44,4
,4,3,40,1,14,130,10,27,58,55,45,44,48
,15,14,35,4,49,41,25,46,41,76,17,81,33
,2,22,4,14,16,31,3,9,64,39,28,6,3
,19,15,8,7,11,13,23,18,60,74,27,22,61
,24,15,3,8,15,92,7,45,46,28,22,33,57
,19,18,38,20,54,38,22,21,32,52,57,49,57
,1,29,18,12,24,39,25,30,49,21,1,16,33
,6,9,49,9,37,99,8,23,24,75,58,52,41
,16,21,23,6,2,15,24,49,18,71,11,52,33
,2,9,41,15,39,103,18,6,31,44,51,19,43
,12,8,44,20,35,25,7,13,39,75,14,76,60
,12,23,40,9,6,90,24,34,56,15,84,71,48
,12,26,24,20,25,140,19,49,12,33,60,23,71
,4,28,39,6,13,126,21,44,24,80,40,85,78
,24,3,19,3,50,136,23,9,67,21,26,77,8
,18,8,1,4,43,112,22,36,17,52,66,3,41
,18,23,50,14,33,13,3,11,41,18,28,9,33
,3,18,26,7,54,135,17,11,13,30,50,57,43
,23,16,3,13,39,140,10,43,42,50,70,65,60
,17,17,15,9,25,117,25,21,21,10,74,18,53
,17,9,9,6,57,137,8,50,44,80,75,3,17
,18,14,50,16,32,37,8,32,9,28,43,40,24
,6,26,15,12,6,20,14,16,46,13,77,20,43
,19,15,45,6,19,110,11,46,6,48,29,39,50
,13,19,11,8,60,131,5,13,73,34,80,55,71
,10,2,40,12,37,135,19,9,46,72,56,75,29
,6,7,46,18,33,33,22,30,36,73,68,41,17
,25,12,13,8,24,129,1,39,19,35,9,45,39
,7,30,30,7,54,56,17,42,50,67,61,31,21
,1,18,49,5,27,50,3,8,9,54,72,72,64
,25,5,27,7,56,138,20,49,62,84,51,10,40
,18,27,35,4,31,72,15,42,40,72,34,60,68
,19,14,23,8,28,135,4,27,41,9,35,47,23
,17,5,38,9,28,5,1,14,65,1,84,41,73
,9,19,12,8,24,91,23,9,4,37,49,79,29
,24,1,3,16,57,100,17,27,43,5,43,54,1
,17,24,35,12,1,94,10,12,16,60,78,45,14
,1,4,3,1,46,48,23,3,6,71,76,32,53
,1,22,50,1,21,50,12,20,38,45,78,23,40
,10,3,45,11,2,116,18,6,45,47,31,2,66
,15,18,6,10,6,62,20,14,44,77,21,51,82
,9,1,36,3,39,116,8,17,45,7,29,15,23
,4,29,49,19,21,27,8,44,43,66,66,33,35
